,mta_metro_trip_id,mta_metro_route_id,mta_metro_service_id,mta_metro_trip_headsign,mta_metro_direction_id
16107,BSP24GEN-N059-Sunday-00_105500_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16108,BSP24GEN-N059-Sunday-00_105600_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16109,BSP24GEN-N059-Sunday-00_106700_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16110,BSP24GEN-N059-Sunday-00_106800_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16111,BSP24GEN-N059-Sunday-00_107900_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16112,BSP24GEN-N059-Sunday-00_108000_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16113,BSP24GEN-N059-Sunday-00_109100_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16114,BSP24GEN-N059-Sunday-00_109200_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16115,BSP24GEN-N059-Sunday-00_110300_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16116,BSP24GEN-N059-Sunday-00_110400_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16117,BSP24GEN-N059-Sunday-00_111500_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16118,BSP24GEN-N059-Sunday-00_111600_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16119,BSP24GEN-N059-Sunday-00_112700_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16120,BSP24GEN-N059-Sunday-00_112800_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16121,BSP24GEN-N059-Sunday-00_113900_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16122,BSP24GEN-N059-Sunday-00_114000_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16123,BSP24GEN-N059-Sunday-00_115100_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16124,BSP24GEN-N059-Sunday-00_115200_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16125,BSP24GEN-N059-Sunday-00_116300_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16126,BSP24GEN-N059-Sunday-00_116400_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16127,BSP24GEN-N059-Sunday-00_117500_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16128,BSP24GEN-N059-Sunday-00_117600_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16129,BSP24GEN-N059-Sunday-00_118700_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16130,BSP24GEN-N059-Sunday-00_118800_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16131,BSP24GEN-N059-Sunday-00_119900_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16132,BSP24GEN-N059-Sunday-00_120000_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16133,BSP24GEN-N059-Sunday-00_121100_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16134,BSP24GEN-N059-Sunday-00_121200_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16135,BSP24GEN-N059-Sunday-00_122300_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16136,BSP24GEN-N059-Sunday-00_122500_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16137,BSP24GEN-N059-Sunday-00_123500_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16138,BSP24GEN-N059-Sunday-00_123700_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16139,BSP24GEN-N059-Sunday-00_124700_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16140,BSP24GEN-N059-Sunday-00_124900_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16141,BSP24GEN-N059-Sunday-00_125900_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16142,BSP24GEN-N059-Sunday-00_126100_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16143,BSP24GEN-N059-Sunday-00_127100_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16144,BSP24GEN-N059-Sunday-00_127300_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16145,BSP24GEN-N059-Sunday-00_128300_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16146,BSP24GEN-N059-Sunday-00_128500_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16147,BSP24GEN-N059-Sunday-00_129500_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16148,BSP24GEN-N059-Sunday-00_129800_N..S36R,N,Sunday,Coney Island-Stillwell Av,1
16149,BSP24GEN-N059-Sunday-00_130700_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16150,BSP24GEN-N059-Sunday-00_131000_N..S27R,N,Sunday,Coney Island-Stillwell Av,1
16151,BSP24GEN-N059-Sunday-00_131900_N..N34R,N,Sunday,Astoria-Ditmars Blvd,0
16152,BSP24GEN-N059-Sunday-00_132200_N..S27R,N,Sunday,Coney Island-Stillwell Av,1
16153,BSP24GEN-N059-Sunday-00_132650_N..N23R,N,Sunday,Astoria-Ditmars Blvd,0
16154,BSP24GEN-N059-Sunday-00_133400_N..S27R,N,Sunday,Coney Island-Stillwell Av,1
16155,BSP24GEN-N059-Sunday-00_133450_N..N20R,N,Sunday,Astoria-Ditmars Blvd,0
16156,BSP24GEN-N059-Sunday-00_134350_N..N20R,N,Sunday,Astoria-Ditmars Blvd,0
16157,BSP24GEN-N059-Sunday-00_134600_N..S27R,N,Sunday,Coney Island-Stillwell Av,1
16158,BSP24GEN-N059-Sunday-00_135400_N..N20R,N,Sunday,Astoria-Ditmars Blvd,0
16159,BSP24GEN-N059-Sunday-00_135700_N..S27R,N,Sunday,Coney Island-Stillwell Av,1
16160,BSP24GEN-N059-Sunday-00_136450_N..S20R,N,Sunday,Coney Island-Stillwell Av,1
16161,BSP24GEN-N059-Sunday-00_136500_N..N20R,N,Sunday,Astoria-Ditmars Blvd,0
16162,BSP24GEN-N059-Sunday-00_137650_N..S20R,N,Sunday,Coney Island-Stillwell Av,1
16163,BSP24GEN-N059-Sunday-00_137800_N..N20R,N,Sunday,Astoria-Ditmars Blvd,0
16164,BSP24GEN-N059-Sunday-00_138850_N..S20R,N,Sunday,Coney Island-Stillwell Av,1
16165,BSP24GEN-N059-Sunday-00_139700_N..N20R,N,Sunday,Astoria-Ditmars Blvd,0
16166,BSP24GEN-N059-Sunday-00_140050_N..S20R,N,Sunday,Coney Island-Stillwell Av,1
16167,BSP24GEN-N059-Sunday-00_141250_N..S20R,N,Sunday,Coney Island-Stillwell Av,1
16168,BSP24GEN-N059-Sunday-00_141700_N..N20R,N,Sunday,Astoria-Ditmars Blvd,0
16169,BSP24GEN-N059-Sunday-00_143050_N..S20R,N,Sunday,Coney Island-Stillwell Av,1
16170,BSP24GEN-N059-Sunday-00_143700_N..N20R,N,Sunday,Astoria-Ditmars Blvd,0
16171,BSP24GEN-N059-Sunday-00_145700_N..N20R,N,Sunday,Astoria-Ditmars Blvd,0
16172,BSP24GEN-N059-Sunday-00_147700_N..N20R,N,Sunday,Astoria-Ditmars Blvd,0
16173,BSP24GEN-N059-Sunday-00_149700_N..N20R,N,Sunday,Astoria-Ditmars Blvd,0
16174,BSP24GEN-N059-Sunday-00_151700_N..N20R,N,Sunday,Astoria-Ditmars Blvd,0
16175,BSP24GEN-N059-Sunday-00_153700_N..N20R,N,Sunday,Astoria-Ditmars Blvd,0
16176,BSP24GEN-N098-Weekday-00_001050_N..S20R,N,Weekday,Coney Island-Stillwell Av,1
16177,BSP24GEN-N098-Weekday-00_003050_N..S20R,N,Weekday,Coney Island-Stillwell Av,1
16178,BSP24GEN-N098-Weekday-00_005050_N..S20R,N,Weekday,Coney Island-Stillwell Av,1
16179,BSP24GEN-N098-Weekday-00_007050_N..S20R,N,Weekday,Coney Island-Stillwell Av,1
16180,BSP24GEN-N098-Weekday-00_009050_N..S20R,N,Weekday,Coney Island-Stillwell Av,1
16181,BSP24GEN-N098-Weekday-00_011050_N..S20R,N,Weekday,Coney Island-Stillwell Av,1
16182,BSP24GEN-N098-Weekday-00_011700_N..N20R,N,Weekday,Astoria-Ditmars Blvd,0
16183,BSP24GEN-N098-Weekday-00_013050_N..S20R,N,Weekday,Coney Island-Stillwell Av,1
16184,BSP24GEN-N098-Weekday-00_013700_N..N20R,N,Weekday,Astoria-Ditmars Blvd,0
16185,BSP24GEN-N098-Weekday-00_015050_N..S20R,N,Weekday,Coney Island-Stillwell Av,1
16186,BSP24GEN-N098-Weekday-00_015700_N..N20R,N,Weekday,Astoria-Ditmars Blvd,0
16187,BSP24GEN-N098-Weekday-00_017050_N..S20R,N,Weekday,Coney Island-Stillwell Av,1
16188,BSP24GEN-N098-Weekday-00_017700_N..N20R,N,Weekday,Astoria-Ditmars Blvd,0
16189,BSP24GEN-N098-Weekday-00_019050_N..S20R,N,Weekday,Coney Island-Stillwell Av,1
16190,BSP24GEN-N098-Weekday-00_019700_N..N20R,N,Weekday,Astoria-Ditmars Blvd,0
16191,BSP24GEN-N098-Weekday-00_021050_N..S20R,N,Weekday,Coney Island-Stillwell Av,1
16192,BSP24GEN-N098-Weekday-00_021700_N..N20R,N,Weekday,Astoria-Ditmars Blvd,0
16193,BSP24GEN-N098-Weekday-00_023050_N..S20R,N,Weekday,Coney Island-Stillwell Av,1
16194,BSP24GEN-N098-Weekday-00_023700_N..N20R,N,Weekday,Astoria-Ditmars Blvd,0
16195,BSP24GEN-N098-Weekday-00_025050_N..S20R,N,Weekday,Coney Island-Stillwell Av,1
16196,BSP24GEN-N098-Weekday-00_025700_N..N20R,N,Weekday,Astoria-Ditmars Blvd,0
16197,BSP24GEN-N098-Weekday-00_027050_N..S20R,N,Weekday,Coney Island-Stillwell Av,1
16198,BSP24GEN-N098-Weekday-00_027700_N..N20R,N,Weekday,Astoria-Ditmars Blvd,0
16199,BSP24GEN-N098-Weekday-00_029050_N..S20R,N,Weekday,Coney Island-Stillwell Av,1
16200,BSP24GEN-N098-Weekday-00_029700_N..N20R,N,Weekday,Astoria-Ditmars Blvd,0
16201,BSP24GEN-N098-Weekday-00_031050_N..S20R,N,Weekday,Coney Island-Stillwell Av,1
16202,BSP24GEN-N098-Weekday-00_031700_N..N31R,N,Weekday,Astoria-Ditmars Blvd,0
16203,BSP24GEN-N098-Weekday-00_033000_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16204,BSP24GEN-N098-Weekday-00_033000_N..S31R,N,Weekday,Coney Island-Stillwell Av,1
16205,BSP24GEN-N098-Weekday-00_034000_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16206,BSP24GEN-N098-Weekday-00_034500_N..S31R,N,Weekday,Coney Island-Stillwell Av,1
16207,BSP24GEN-N098-Weekday-00_035250_N..N35R,N,Weekday,Astoria-Ditmars Blvd,0
16208,BSP24GEN-N098-Weekday-00_035700_N..S31R,N,Weekday,Coney Island-Stillwell Av,1
16209,BSP24GEN-N098-Weekday-00_035750_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16210,BSP24GEN-N098-Weekday-00_036700_N..S31R,N,Weekday,Coney Island-Stillwell Av,1
16211,BSP24GEN-N098-Weekday-00_037150_N..N35R,N,Weekday,Astoria-Ditmars Blvd,0
16212,BSP24GEN-N098-Weekday-00_037300_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16213,BSP24GEN-N098-Weekday-00_037700_N..S31R,N,Weekday,Coney Island-Stillwell Av,1
16214,BSP24GEN-N098-Weekday-00_037750_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16215,BSP24GEN-N098-Weekday-00_038700_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16216,BSP24GEN-N098-Weekday-00_039050_N..N35R,N,Weekday,Astoria-Ditmars Blvd,0
16217,BSP24GEN-N098-Weekday-00_039300_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16218,BSP24GEN-N098-Weekday-00_039400_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16219,BSP24GEN-N098-Weekday-00_039700_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16220,BSP24GEN-N098-Weekday-00_040300_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16221,BSP24GEN-N098-Weekday-00_040650_N..N35R,N,Weekday,Astoria-Ditmars Blvd,0
16222,BSP24GEN-N098-Weekday-00_040700_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16223,BSP24GEN-N098-Weekday-00_041000_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16224,BSP24GEN-N098-Weekday-00_041300_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16225,BSP24GEN-N098-Weekday-00_041600_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16226,BSP24GEN-N098-Weekday-00_041700_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16227,BSP24GEN-N098-Weekday-00_042300_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16228,BSP24GEN-N098-Weekday-00_042350_N..N70R,W,Weekday,Astoria-Ditmars Blvd,0
16229,BSP24GEN-N098-Weekday-00_042600_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16230,BSP24GEN-N098-Weekday-00_042700_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16231,BSP24GEN-N098-Weekday-00_042950_N..N35R,N,Weekday,Astoria-Ditmars Blvd,0
16232,BSP24GEN-N098-Weekday-00_043000_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16233,BSP24GEN-N098-Weekday-00_043300_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16234,BSP24GEN-N098-Weekday-00_043650_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16235,BSP24GEN-N098-Weekday-00_044150_N..N35R,N,Weekday,Astoria-Ditmars Blvd,0
16236,BSP24GEN-N098-Weekday-00_044300_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16237,BSP24GEN-N098-Weekday-00_044300_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16238,BSP24GEN-N098-Weekday-00_044350_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16239,BSP24GEN-N098-Weekday-00_044700_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16240,BSP24GEN-N098-Weekday-00_045200_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16241,BSP24GEN-N098-Weekday-00_045300_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16242,BSP24GEN-N098-Weekday-00_045450_N..N35R,N,Weekday,Astoria-Ditmars Blvd,0
16243,BSP24GEN-N098-Weekday-00_045650_N..N16R,N,Weekday,96 St,0
16244,BSP24GEN-N098-Weekday-00_045700_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16245,BSP24GEN-N098-Weekday-00_045900_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16246,BSP24GEN-N098-Weekday-00_046250_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16247,BSP24GEN-N098-Weekday-00_046300_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16248,BSP24GEN-N098-Weekday-00_046700_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16249,BSP24GEN-N098-Weekday-00_046750_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16250,BSP24GEN-N098-Weekday-00_047200_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16251,BSP24GEN-N098-Weekday-00_047300_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16252,BSP24GEN-N098-Weekday-00_047600_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16253,BSP24GEN-N098-Weekday-00_047700_N..N35R,N,Weekday,Astoria-Ditmars Blvd,0
16254,BSP24GEN-N098-Weekday-00_047700_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16255,BSP24GEN-N098-Weekday-00_048100_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16256,BSP24GEN-N098-Weekday-00_048250_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16257,BSP24GEN-N098-Weekday-00_048300_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16258,BSP24GEN-N098-Weekday-00_048700_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16259,BSP24GEN-N098-Weekday-00_049200_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16260,BSP24GEN-N098-Weekday-00_049200_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16261,BSP24GEN-N098-Weekday-00_049350_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16262,BSP24GEN-N098-Weekday-00_049500_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16263,BSP24GEN-N098-Weekday-00_049950_N..N16R,N,Weekday,96 St,0
16264,BSP24GEN-N098-Weekday-00_049950_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16265,BSP24GEN-N098-Weekday-00_050200_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16266,BSP24GEN-N098-Weekday-00_050250_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16267,BSP24GEN-N098-Weekday-00_050600_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16268,BSP24GEN-N098-Weekday-00_050600_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16269,BSP24GEN-N098-Weekday-00_050900_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16270,BSP24GEN-N098-Weekday-00_051300_N..S70R,W,Weekday,86 St,1
16271,BSP24GEN-N098-Weekday-00_051350_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16272,BSP24GEN-N098-Weekday-00_051450_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16273,BSP24GEN-N098-Weekday-00_051650_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16274,BSP24GEN-N098-Weekday-00_051900_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16275,BSP24GEN-N098-Weekday-00_052300_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16276,BSP24GEN-N098-Weekday-00_052350_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16277,BSP24GEN-N098-Weekday-00_052400_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16278,BSP24GEN-N098-Weekday-00_052550_N..S16R,N,Weekday,Coney Island-Stillwell Av,1
16279,BSP24GEN-N098-Weekday-00_052900_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16280,BSP24GEN-N098-Weekday-00_053100_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16281,BSP24GEN-N098-Weekday-00_053200_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16282,BSP24GEN-N098-Weekday-00_053300_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16283,BSP24GEN-N098-Weekday-00_053850_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16284,BSP24GEN-N098-Weekday-00_053900_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16285,BSP24GEN-N098-Weekday-00_054200_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16286,BSP24GEN-N098-Weekday-00_054300_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16287,BSP24GEN-N098-Weekday-00_054800_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16288,BSP24GEN-N098-Weekday-00_054800_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16289,BSP24GEN-N098-Weekday-00_055000_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16290,BSP24GEN-N098-Weekday-00_055100_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16291,BSP24GEN-N098-Weekday-00_055400_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16292,BSP24GEN-N098-Weekday-00_055750_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16293,BSP24GEN-N098-Weekday-00_055750_N..S70R,W,Weekday,86 St,1
16294,BSP24GEN-N098-Weekday-00_055800_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16295,BSP24GEN-N098-Weekday-00_056100_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16296,BSP24GEN-N098-Weekday-00_056450_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16297,BSP24GEN-N098-Weekday-00_056800_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16298,BSP24GEN-N098-Weekday-00_056850_N..S16R,N,Weekday,Coney Island-Stillwell Av,1
16299,BSP24GEN-N098-Weekday-00_057100_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16300,BSP24GEN-N098-Weekday-00_057150_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16301,BSP24GEN-N098-Weekday-00_057500_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16302,BSP24GEN-N098-Weekday-00_057750_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16303,BSP24GEN-N098-Weekday-00_058100_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16304,BSP24GEN-N098-Weekday-00_058150_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16305,BSP24GEN-N098-Weekday-00_058500_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16306,BSP24GEN-N098-Weekday-00_058550_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16307,BSP24GEN-N098-Weekday-00_058900_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16308,BSP24GEN-N098-Weekday-00_059200_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16309,BSP24GEN-N098-Weekday-00_059350_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16310,BSP24GEN-N098-Weekday-00_059350_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16311,BSP24GEN-N098-Weekday-00_059850_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16312,BSP24GEN-N098-Weekday-00_060000_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16313,BSP24GEN-N098-Weekday-00_060200_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16314,BSP24GEN-N098-Weekday-00_060300_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16315,BSP24GEN-N098-Weekday-00_060550_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16316,BSP24GEN-N098-Weekday-00_060900_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16317,BSP24GEN-N098-Weekday-00_061000_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16318,BSP24GEN-N098-Weekday-00_061200_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16319,BSP24GEN-N098-Weekday-00_061650_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16320,BSP24GEN-N098-Weekday-00_061750_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16321,BSP24GEN-N098-Weekday-00_062050_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16322,BSP24GEN-N098-Weekday-00_062200_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16323,BSP24GEN-N098-Weekday-00_062550_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16324,BSP24GEN-N098-Weekday-00_062550_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16325,BSP24GEN-N098-Weekday-00_063000_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16326,BSP24GEN-N098-Weekday-00_063050_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16327,BSP24GEN-N098-Weekday-00_063350_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16328,BSP24GEN-N098-Weekday-00_063550_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16329,BSP24GEN-N098-Weekday-00_063950_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16330,BSP24GEN-N098-Weekday-00_064000_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16331,BSP24GEN-N098-Weekday-00_064050_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16332,BSP24GEN-N098-Weekday-00_064550_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16333,BSP24GEN-N098-Weekday-00_064950_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16334,BSP24GEN-N098-Weekday-00_065000_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16335,BSP24GEN-N098-Weekday-00_065050_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16336,BSP24GEN-N098-Weekday-00_065550_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16337,BSP24GEN-N098-Weekday-00_065700_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16338,BSP24GEN-N098-Weekday-00_066050_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16339,BSP24GEN-N098-Weekday-00_066200_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16340,BSP24GEN-N098-Weekday-00_066550_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16341,BSP24GEN-N098-Weekday-00_066550_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16342,BSP24GEN-N098-Weekday-00_067050_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16343,BSP24GEN-N098-Weekday-00_067200_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16344,BSP24GEN-N098-Weekday-00_067350_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16345,BSP24GEN-N098-Weekday-00_067450_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16346,BSP24GEN-N098-Weekday-00_068050_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16347,BSP24GEN-N098-Weekday-00_068150_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16348,BSP24GEN-N098-Weekday-00_068200_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16349,BSP24GEN-N098-Weekday-00_068250_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16350,BSP24GEN-N098-Weekday-00_069050_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16351,BSP24GEN-N098-Weekday-00_069050_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16352,BSP24GEN-N098-Weekday-00_069200_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16353,BSP24GEN-N098-Weekday-00_069250_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16354,BSP24GEN-N098-Weekday-00_069700_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16355,BSP24GEN-N098-Weekday-00_069850_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16356,BSP24GEN-N098-Weekday-00_070050_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16357,BSP24GEN-N098-Weekday-00_070200_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16358,BSP24GEN-N098-Weekday-00_070550_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16359,BSP24GEN-N098-Weekday-00_070650_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16360,BSP24GEN-N098-Weekday-00_071050_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16361,BSP24GEN-N098-Weekday-00_071150_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16362,BSP24GEN-N098-Weekday-00_071200_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16363,BSP24GEN-N098-Weekday-00_071450_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16364,BSP24GEN-N098-Weekday-00_072050_N..S72R,W,Weekday,Whitehall St-South Ferry,1
16365,BSP24GEN-N098-Weekday-00_072150_N..N33R,N,Weekday,Astoria-Ditmars Blvd,0
16366,BSP24GEN-N098-Weekday-00_072200_N..N72R,W,Weekday,Astoria-Ditmars Blvd,0
16367,BSP24GEN-N098-Weekday-00_072250_N..S34R,N,Weekday,Coney Island-Stillwell Av,1
16368,BSP24GEN-N098-Weekday-00_073050_N..S72R,W,Weekday,Whitehall St-South Ferry,1
